Airport (IATA),Airport (Name),Airport (City),Country (Name),Latitude,Longitude
SPB,Scappoose Industrial Airpark,San Luis,United States,45.771028,-122.861833
SPF,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,44.4811407,-103.7860053
SPG,Albert Whitted,St. Petersburg,United States,27.765111,-82.626972
SPI,Abraham Lincoln Capital,Springfield,United States,39.8441,-89.677889
SPS,Sheppard Afb Wichita Falls Muni,Wichita Falls,United States,33.988797,-98.491894
SPW,Spencer Muni,Spencer,United States,43.165527,-95.202805
SPZ,Silver Springs Airport,Silver Springs,United States,39.4030278,-119.2511944
SQL,San Carlos Airport,San Carlos,United States,37.511944,-122.249444
SRQ,Sarasota Bradenton Intl,Sarasota,United States,27.395444,-82.554389
SRR,Sierra Blanca Regional Airport,Ruidoso,United States,33.46285,-105.534751
SRV,Stony River 2 Airport,Stony River,United States,61.7875,-156.591111
SSC,Shaw Afb,Sumter,United States,33.972719,-80.470564
SSI,McKinnon Airport,Brunswick,United States,31.1519722,-81.3910556
STC,Saint Cloud Regional Airport,Saint Cloud,United States,45.546556,-94.059889
STE,Stevens Point Municipal Airport,Stevens Point,United States,44.5451356,-89.5302844
STG,St. George Airport,St. George,United States,56.577222,-169.663611
STJ,Rosecrans Mem,Rosecrans,United States,39.771944,-94.909706
STK,Sterling Municipal Airport,Sterling,United States,40.6153136,-103.2648454
STL,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
STS,Charles M Schulz Sonoma Co,Santa Rosa,United States,38.508978,-122.81288
SUA,Witham Field Airport,Stuart,United States,27.1816996,-80.221294
SUE,Door County Cherryland Airport,Sturgeon Bay,United States,44.8436667,-87.4215556
SUN,Friedman Mem,Hailey,United States,43.504444,-114.296194
SUS,Spirit Of St Louis,Null,United States,38.662119,-90.652044
SUU,Travis Afb,Fairfield,United States,38.262692,-121.927464
SUX,Sioux Gateway Col Bud Day Fld,Sioux City,United States,42.402603,-96.384367
SVA,Savoonga Airport,Savoonga,United States,63.6864,-170.493
SVC,Grant County Airport,Silver City,United States,32.6365,-108.156
SVH,Regional Airport,Statesville,United States,35.7649958,-80.9538958
SVN,Hunter Aaf,Hunter Aaf,United States,32.01,-81.145683
SVW,Sparrevohn Lrrs,Sparrevohn,United States,61.097369,-155.574228
SWD,Seward Airport,Seward,United States,60.1269383,-149.4188122
SWF,Stewart Intl,Newburgh,United States,41.504094,-74.104839
SXP,Sheldon Point Airport,Nunam Iqua,United States,62.520556,-164.847778
SXQ,Soldotna Airport,Soldotna,United States,60.4749583,-151.0382389
SYA,Eareckson As,Shemya,United States,52.712275,174.11362
SYB,Seal Bay Seaplane Base,Seal Bay,United States,58.166667,-152.5
SYR,Syracuse Hancock Intl,Syracuse,United States,43.111187,-76.106311
SZL,Whiteman Afb,Knobnoster,United States,38.730306,-93.547864
TAL,Tanana Airport,Tanana,United States,65.179556,-152.075833
TAN,Taunton Municipal Airport - King Field,Taunton,United States,41.8744017,-71.0166453
TBN,Waynesville Rgnl Arpt At Forney Fld,Fort Leonardwood,United States,37.741631,-92.140736
TCC,Tucumcari Muni,Tucumcari,United States,35.182777,-103.603186
TCL,Tuscaloosa Rgnl,Tuscaloosa AL,United States,33.220627,-87.611403
TCM,Mc Chord Afb,Tacoma,United States,47.137678,-122.476475
TCS,Truth Or Consequences Muni,Truth Or Consequences,United States,33.236944,-107.27175
TCT,Takotna Airport,Takotna,United States,62.971944,-156.082778
TEB,Teterboro,Teterboro,United States,40.850103,-74.060837
TEK,Tatitlek Airport,Tatitlek,United States,60.8725,-146.691111
TEX,Telluride,Telluride,United States,37.953759,-107.90848
TIK,Tinker Afb,Oklahoma City,United States,35.414739,-97.386633
TIW,Tacoma Narrows Airport,Tacoma,United States,47.267944,-122.57811
TKA,Talkeetna,Talkeetna,United States,62.3205,-150.093694
TKE,Tenakee Seaplane Base,Tenakee Springs,United States,57.779722,-135.218333
TKF,Truckee-Tahoe Airport,Truckee,United States,39.3200422,-120.1395628
TKI,Collin County Regional Airport at Mc Kinney,DALLAS,United States,33.1779444,-96.5905278
TLA,Teller Airport,Teller,United States,65.240278,-166.339444
TLH,Tallahassee Rgnl,Tallahassee,United States,30.396528,-84.350333
TLJ,Tatalina Lrrs,Tatalina,United States,62.894369,-155.976525
TLT,Tuluksak Airport,Tuluksak,United States,61.096944,-160.969444
TMA,Henry Tift Myers Airport,Tifton,United States,31.4289814,-83.488545
TMB,Kendall Tamiami Executive,Kendall-tamiami,United States,25.647889,-80.432777
TNC,Tin City LRRS Airport,Tin City,United States,65.563056,-167.921667
TNK,Tununak Airport,Tununak,United States,60.575556,-165.271667
TNT,Dade Collier Training And Transition,Miami,United States,25.861806,-80.897
TNX,Tonopah Test Range,Tonopah,United States,37.798836,-116.78075
TOA,Zamperini Field Airport,Torrance,United States,33.803392,-118.339611
TOC,Toccoa RG Letourneau Field Airport,Toccoa,United States,34.5928117,-83.2963717
TOG,Togiak Airport,Togiak Village,United States,59.0528,-160.397
TOL,Toledo,Toledo,United States,41.586806,-83.807833
TOP,Philip Billard Muni,Topeka,United States,39.068657,-95.622482
TPA,Tampa Intl,Tampa,United States,27.975472,-82.53325
TPL,Draughon Miller Central Texas Rgnl,Temple,United States,31.1525,-97.407778
TRI,Tri-Cities Regional Airport,BRISTOL,United States,36.4752222,-82.4074167
TRM,Jacqueline Cochran Regional Airport,Palm Springs,United States,33.626666,-116.1596667
TSS,East 34th Street Heliport,New York,United States,40.7425,-73.971944
TTD,Portland Troutdale,Troutdale,United States,45.54937,-122.401253
TTN,Trenton Mercer,Trenton,United States,40.276692,-74.813469
TUL,Tulsa Intl,Tulsa,United States,36.198389,-95.888111
TUP,Tupelo Regional Airport,Tupelo,United States,34.2681,-88.7699
TUS,Tucson Intl,Tucson,United States,32.116083,-110.941028
TVC,Cherry Capital Airport,Traverse City,United States,44.741445,-85.582235
TVF,Thief River Falls,Thief River Falls,United States,48.065556,-96.185
TVI,Thomasville Regional Airport,Thomasville,United States,30.9017921,-83.8811285
TVL,Lake Tahoe Airport,South Lake Tahoe,United States,38.893889,-119.995278
TWA,Twin Hills Airport,Twin Hills,United States,59.074444,-160.275
TWD,Jefferson County Intl,Port Townsend,United States,48.0314,-122.4838
TWF,Magic Valley Regional Airport,Twin Falls,United States,42.481803,-114.487733
TXK,Texarkana Rgnl Webb Fld,Texarkana,United States,33.453722,-93.991028
TYE,Tyonek Airport,Tyonek,United States,61.076667,-151.138056
TYR,Tyler Pounds Rgnl,Tyler,United States,32.354139,-95.402386
TYS,Mc Ghee Tyson,Knoxville,United States,35.810972,-83.994028
U76,Mountain Home Municipal Airport,Mountain Home,United States,43.1316111,-115.7305671
UDD,Bermuda Dunes Airport,Palm Springs,United States,33.7484375,-116.2748133
UDG,Darlington County Jetport,Darlington,United States,34.4493845,-79.8900608
UES,Waukesha County Airport,Waukesha,United States,43.0410278,-88.2370556
UGN,Waukegan Rgnl,Chicago,United States,42.422161,-87.867908
UIN,Quincy Regional Baldwin Field,Quincy,United States,39.9427,-91.1946
UMP,Indianapolis Metropolitan Airport,Indianapolis,United States,39.935278,-86.045
UNK,Unalakleet Airport,Unalakleet,United States,63.888333,-160.798889
UPP,Upolu,Opolu,United States,20.265256,-155.859989
UST,St. Augustine Airport,St. Augustine Airport,United States,29.959167,-81.339722
UTM,Tunica Municipal Airport,Tunica,United States,34.681,-90.3467
UTO,Indian Mountain Lrrs,Indian Mountains,United States,65.992794,-153.704289
UUK,Ugnu-Kuparuk Airport,Kuparuk,United States,70.330833,-149.5975
UUU,Newport State,Newport RI,United States,41.533056,-71.282222
UVA,Garner Field,Uvalde,United States,29.215429,-99.748962
VAD,Moody Afb,Valdosta,United States,30.967833,-83.193
VAK,Chevak Airport,Chevak,United States,61.5338,-165.584
VAY,South Jersey Regional Airport,Mount Holly,United States,39.9428889,-74.84575
VBG,Vandenberg Afb,Lompoc,United States,34.737333,-120.584306
VCT,Victoria Regional Airport,Victoria,United States,28.8526,-96.9185
VCV,Southern California Logistics,Victorville,United States,34.597453,-117.382997
VDF,Tampa Executive Airport,Tampa,United States,28.0139772,-82.3452778
VDZ,Valdez Pioneer Fld,Valdez,United States,61.133949,-146.248342
VEE,Venetie Airport,Venetie,United States,67.008611,-146.366389
VEL,Vernal Regional Airport,Vernal,United States,40.440833,-109.51
VGT,North Las Vegas Airport,Las Vegas,United States,36.2106944,-115.1944444
VIS,Visalia Municipal Airport,Visalia,United States,36.318611,-119.392778
VLD,Valdosta Regional Airport,Valdosta,United States,30.7825,-83.2767
VNW,Van Wert County Airport,Van Wert,United States,40.8638295,-84.606358
VNY,Van Nuys,Van Nuys,United States,34.209811,-118.489972
VOK,Volk Fld,Camp Douglas,United States,43.938956,-90.253433
VPC,Cartersville Airport,Cartersville,United States,34.1231475,-84.8487067
VPS,Eglin Afb,Valparaiso,United States,30.48325,-86.5254
VRB,Vero Beach Muni,Vero Beach,United States,27.655556,-80.417944
VSF,Hartness State,Springfield VT,United States,43.343333,-72.517222
VYS,Illinois Valley Regional,Peru,United States,41.351944,-89.153056
W13,Eagle's Nest Airport,Waynesboro,United States,38.076944,-78.944167
WAA,Wales Airport,Wales,United States,65.6225,-168.095
WAL,Wallops Flight Facility,Wallops Island,United States,37.940194,-75.466389
WAS,All Airports,Washington,United States,38.889444,-77.035278
WBB,Stebbins Airport,Stebbins,United States,63.515833,-162.278056
WBQ,Beaver Airport,Beaver,United States,66.362222,-147.406667
WBU,Boulder Municipal,Boulder,United States,40.039444,-105.225833
WBW,Wilkes-Barre Wyoming Valley Airport,Wilkes-Barre,United States,41.2973074,-75.8522405
WDR,Barrow County Airport,Winder,United States,33.9828611,-83.6674167
WFB,Ketchikan harbor Seaplane Base,Ketchikan,United States,55.344444,-131.663333
WFK,Northern Aroostook Regional Airport,Frenchville,United States,47.285556,-68.312778
WHD,Hyder Seaplane Base,Hyder,United States,55.903333,-130.006667
WHP,Whiteman Airport,Los Angeles,United States,34.2593253,-118.4134331
WKK,Aleknagik Airport,Aleknagik,United States,59.2826,-158.618
WKL,Waikoloa Heliport,Waikoloa Village,United States,19.9136,-155.864
WLK,Selawik Airport,Selawik,United States,66.6,-159.985833
WMO,White Mountain Airport,White Mountain,United States,64.689167,-163.412778
WRB,Robins Afb,Macon,United States,32.640144,-83.59185
WRG,Wrangell Airport,Wrangell,United States,56.4843,-132.37
WRI,Mc Guire Afb,Wrightstown,United States,40.015556,-74.591667
WRL,Worland Municipal Airport,Worland,United States,43.9657,-107.951
WSD,Condron Aaf,White Sands,United States,32.341484,-106.40277
WSJ,San Juan - Uganik Seaplane Base,San Juan,United States,57.730278,-153.320556
WSN,South Naknek Airport,South Naknek,United States,58.702222,-157.0025
WST,Westerly State Airport,Washington County,United States,41.349722,-71.803333
WSX,Westsound Seaplane Base,Westsound,United States,48.617778,-122.952778
WTK,Noatak Airport,Noatak,United States,67.5661,-162.975
WTL,Tuntutuliak Airport,Tuntutuliak,United States,60.335278,-162.666944
WWD,Cape May Co,Wildwood,United States,39.008507,-74.908275
WWP,North Whale Seaplane Base,North Whale Pass,United States,56.116389,-133.121667
WWT,Newtok Airport,Newtok,United States,60.939167,-164.641111
WYS,Yellowstone Airport,West Yellowstone,United States,44.688333,-111.1175
X01,Everglades Airpark,Everglades,United States,25.8488611,-81.3902778
X07,Lake Wales Municipal Airport,Lake Wales,United States,27.8938056,-81.6203889
X21,Arthur Dunn Airpark,Titusville,United States,28.622552,-80.83541
X39,Tampa North Aero Park,Tampa,United States,28.221278,-82.374555
X49,South Lakeland Airport,Lakeland,United States,27.9333581,-82.0439739
XFL,Flagler County Airport,Flagler,United States,29.2821,-81.1212
XNA,NW Arkansas Regional,Bentonville,United States,36.2818694,-94.3068111
Y51,Municipal Airport,Viroqua,United States,43.5793603,-90.8964742
Y72,Bloyer Field,Tomah,United States,43.9762222,-90.4806111
YAK,Yakutat,Yakutat,United States,59.3012,-139.3937
YIP,Willow Run,Detroit,United States,42.237928,-83.530408
YKM,Yakima Air Terminal McAllister Field,Yakima,United States,46.5682,-120.544
YKN,Chan Gurney,Yankton,United States,42.8711,-97.3969
YNG,Youngstown Warren Rgnl,Youngstown,United States,41.260736,-80.679097
YUM,Yuma Mcas Yuma Intl,Yuma,United States,32.656578,-114.60598
Z84,Clear,Clear Mews,United States,64.301203,-149.120144
ZPH,Municipal Airport,Zephyrhills,United States,28.228056,-82.155833
ZRA,Atlantic City Rail Terminal,Atlantic City NJ,United States,39.3665,-74.442
ZSY,Scottsdale Airport,Scottsdale,United States,33.6228889,-111.9105278
ZUN,Black Rock,Zuni Pueblo,United States,35.083228,-108.791778
